Date,High,Low,Open,Close,Volume
30/07/2024,34.6,33.5,34.15,33.9,1388400
29/07/2024,34.2,33.75,33.9,34.15,1013500
26/07/2024,33.75,33.45,33.5,33.75,1001000
25/07/2024,34.05,33.1,33.2,33.65,891200
24/07/2024,33.8,32.45,33.0,33.6,2301600
23/07/2024,35.1,32.6,34.7,33.0,4290200
22/07/2024,36.35,34.75,36.05,34.85,4017200
19/07/2024,36.4,35.2,35.5,36.0,4300900
18/07/2024,35.5,34.5,34.8,35.5,2562000
17/07/2024,35.4,33.0,34.9,34.55,3835800
16/07/2024,35.8,34.5,35.8,34.8,3190900
15/07/2024,36.35,35.4,36.35,35.5,1742100
12/07/2024,37.0,35.05,35.45,35.95,5324200
11/07/2024,35.35,34.9,35.0,35.25,2253600
10/07/2024,35.5,34.65,35.5,34.75,2869300
09/07/2024,35.9,34.05,34.05,35.25,5771200
08/07/2024,33.95,33.5,33.85,33.95,1438700
05/07/2024,33.85,33.2,33.4,33.55,1041200
04/07/2024,33.7,33.05,33.7,33.4,629900
03/07/2024,33.75,33.3,33.45,33.5,774000
02/07/2024,33.35,32.8,32.95,33.3,1279100
01/07/2024,32.8,31.95,32.25,32.75,677500
28/06/2024,32.9,31.8,32.9,32.25,867800
27/06/2024,33.25,32.65,32.7,32.7,813700
26/06/2024,32.9,31.95,32.6,32.7,693800
25/06/2024,32.7,31.9,31.9,32.65,1048600
24/06/2024,33.95,31.8,33.95,31.8,2752400
21/06/2024,34.2,33.3,33.75,34.0,1092800
20/06/2024,34.1,33.1,34.0,33.75,1214400
19/06/2024,34.85,33.8,33.9,34.0,1936100
18/06/2024,34.15,33.65,33.8,33.75,1325800
17/06/2024,33.55,32.85,33.25,33.55,2191700
14/06/2024,34.95,33.0,34.9,33.0,3407300
13/06/2024,35.7,34.95,35.7,34.95,1329100
12/06/2024,35.45,34.7,35.0,35.4,1373000
11/06/2024,35.8,34.5,35.55,35.1,2511800
10/06/2024,36.2,34.45,35.0,35.5,3636700
07/06/2024,34.8,33.95,34.45,34.75,1785300
06/06/2024,34.8,33.9,34.25,34.15,2125200
05/06/2024,35.0,33.85,34.45,33.85,2330400
04/06/2024,34.55,34.0,34.5,34.05,2916200
03/06/2024,34.5,33.95,34.0,34.0,2411600
31/05/2024,33.85,32.2,32.2,33.8,4124600
30/05/2024,32.55,31.7,32.2,32.2,1342000
29/05/2024,33.3,32.0,32.1,32.5,4354400
28/05/2024,32.0,31.5,32.0,32.0,681700
27/05/2024,31.7,31.15,31.7,31.5,373300
24/05/2024,32.6,30.75,32.0,31.5,2060900
23/05/2024,32.3,31.35,31.4,32.3,1261800
22/05/2024,32.4,31.75,32.3,31.75,2411600
21/05/2024,32.4,31.7,31.75,32.2,2081600
20/05/2024,32.2,31.15,31.2,31.9,2286500
17/05/2024,32.0,30.8,30.8,31.25,1226600
16/05/2024,31.3,30.75,31.3,30.8,1058700
15/05/2024,31.45,30.5,31.0,30.7,1158200
14/05/2024,30.9,30.1,30.5,30.8,875200
13/05/2024,30.85,30.1,30.7,30.35,819600
10/05/2024,31.3,30.35,31.1,30.6,881500
09/05/2024,32.6,31.0,31.1,31.1,2705100
08/05/2024,31.3,29.9,30.25,30.7,1441000
07/05/2024,30.4,29.85,30.1,30.2,899900
06/05/2024,30.5,29.35,29.4,30.3,1039700
03/05/2024,29.55,29.15,29.4,29.15,910000
02/05/2024,29.2,28.6,28.75,29.2,653700
26/04/2024,29.15,28.5,28.5,28.7,837600
25/04/2024,29.2,28.7,29.2,28.9,854900
24/04/2024,29.4,28.5,28.5,29.3,911300
23/04/2024,29.1,28.15,29.1,28.3,1005800
22/04/2024,29.5,28.8,29.0,29.0,1011100
19/04/2024,29.7,28.8,29.0,28.8,1468800
17/04/2024,30.45,29.55,30.45,29.55,877400
16/04/2024,30.15,29.0,30.05,30.05,2120600
15/04/2024,32.85,30.05,32.45,30.05,2293100
12/04/2024,32.5,32.05,32.25,32.3,819800
11/04/2024,32.1,31.5,31.8,31.75,1482400
10/04/2024,32.9,32.2,32.6,32.2,918900
09/04/2024,32.95,32.1,32.4,32.4,1502500
08/04/2024,34.1,32.35,34.0,32.35,2231200
05/04/2024,34.8,33.8,34.0,34.0,1839000
04/04/2024,34.75,34.2,34.65,34.45,1183000
03/04/2024,35.3,34.5,34.65,34.75,4142800
02/04/2024,34.45,33.8,34.4,34.45,1693400
01/04/2024,34.9,34.0,34.8,34.45,1940600
29/03/2024,35.3,34.7,35.3,34.75,1261100
28/03/2024,35.6,35.0,35.1,35.3,3418800
27/03/2024,35.1,34.55,34.9,34.85,1771500
26/03/2024,34.85,33.95,33.95,34.6,1445100
25/03/2024,35.5,33.8,34.85,34.1,2332300
22/03/2024,35.25,34.5,35.1,35.05,2296200
21/03/2024,35.25,34.0,34.5,34.75,2001100
20/03/2024,34.2,33.55,33.9,34.0,1385900
19/03/2024,34.4,33.6,33.9,33.6,1341200
18/03/2024,35.85,32.65,35.3,33.9,4107000
15/03/2024,35.6,34.4,35.0,35.1,2604700
14/03/2024,36.1,34.75,36.1,35.25,3340500
13/03/2024,36.7,35.15,35.5,35.8,2664400
12/03/2024,35.6,34.25,34.9,35.1,2102300
11/03/2024,36.35,34.5,34.5,34.95,2647500
08/03/2024,35.55,34.3,35.4,34.5,2901500
07/03/2024,35.2,34.4,34.55,35.2,2175000
06/03/2024,35.1,34.05,35.0,34.15,1403600
05/03/2024,35.4,34.05,34.25,34.8,1892500
04/03/2024,34.85,33.85,34.75,34.25,2558500
01/03/2024,34.95,34.2,34.95,34.4,1665200
29/02/2024,35.05,33.65,34.2,34.6,3073000
28/02/2024,34.45,33.6,34.45,34.0,2929400
27/02/2024,34.5,33.3,34.0,34.5,4340900
26/02/2024,33.2,31.0,31.0,33.2,5379800
23/02/2024,32.0,30.95,31.2,31.05,3665700
22/02/2024,31.4,30.65,30.8,31.05,1671300
21/02/2024,31.1,30.7,31.1,30.7,1565700
20/02/2024,31.5,30.8,31.5,31.1,967700
19/02/2024,31.9,31.1,31.4,31.35,1574000
16/02/2024,31.4,30.9,31.3,31.2,1236900
15/02/2024,31.35,30.75,30.75,31.15,1800200
07/02/2024,30.95,30.6,30.8,30.6,885000
06/02/2024,30.9,29.95,30.25,30.7,1175600
05/02/2024,30.25,29.95,30.25,29.95,1402900
02/02/2024,30.45,30.2,30.35,30.25,822300
01/02/2024,30.45,29.9,30.0,30.35,942600
31/01/2024,30.25,29.85,30.1,29.95,1336800
30/01/2024,30.15,29.7,29.7,29.9,1320700
29/01/2024,30.15,29.6,29.6,29.75,1063500
26/01/2024,29.75,29.15,29.15,29.4,766500
25/01/2024,29.6,29.1,29.5,29.15,2637300
24/01/2024,30.2,29.65,30.0,29.65,1779900
23/01/2024,30.55,30.1,30.35,30.1,1139500
22/01/2024,30.4,30.05,30.4,30.2,827200
19/01/2024,30.85,30.35,30.45,30.35,921800
18/01/2024,30.45,30.0,30.1,30.45,961400
17/01/2024,30.55,30.0,30.0,30.2,1077800
16/01/2024,30.5,29.55,30.5,30.0,1075200
15/01/2024,30.95,29.7,30.95,29.7,1318400
12/01/2024,31.85,30.5,31.0,30.6,2058900
11/01/2024,31.75,31.2,31.6,31.3,1025500
10/01/2024,32.2,31.35,31.65,31.6,1224100
09/01/2024,32.05,31.6,32.0,31.65,1390100
08/01/2024,32.35,31.85,32.3,31.95,1311600
05/01/2024,32.25,31.3,31.45,32.15,2297600
04/01/2024,31.8,31.4,31.8,31.45,1614800
03/01/2024,31.85,31.0,31.0,31.7,1735100
02/01/2024,31.5,30.95,31.25,31.0,1036000
29/12/2023,31.25,31.0,31.25,31.1,983800
28/12/2023,31.15,30.9,31.15,30.95,1011300
27/12/2023,31.9,31.0,31.25,31.05,1130400
26/12/2023,31.35,30.9,31.1,31.2,1009500
25/12/2023,31.3,30.6,30.8,31.0,993600
22/12/2023,31.5,30.7,31.5,30.75,1160900
21/12/2023,31.2,30.1,30.1,30.75,877600
20/12/2023,30.35,30.0,30.35,30.25,346100
19/12/2023,30.0,29.45,29.45,30.0,579000
18/12/2023,30.4,29.6,30.3,29.6,814800
15/12/2023,30.9,30.25,30.55,30.3,851000
14/12/2023,31.5,30.4,31.1,30.55,1135500
13/12/2023,32.35,30.8,32.35,31.0,1990700
12/12/2023,32.5,31.7,32.2,32.05,1360100
11/12/2023,32.4,31.55,31.55,32.2,2015800
08/12/2023,31.8,30.8,31.8,31.3,1379300
07/12/2023,32.25,30.55,32.25,31.5,2617800
06/12/2023,32.5,31.0,31.0,32.05,3394000
05/12/2023,31.35,30.8,31.0,30.9,1700800
04/12/2023,30.9,29.7,29.95,30.8,2211600
01/12/2023,29.6,29.15,29.4,29.6,733400
30/11/2023,29.8,29.15,29.8,29.2,1045400
29/11/2023,29.7,29.0,29.65,29.55,945700
28/11/2023,29.8,28.6,29.5,29.25,1309700
27/11/2023,30.55,29.35,30.1,29.6,850300
24/11/2023,30.3,28.5,30.05,30.0,1836600
23/11/2023,31.6,30.0,31.2,30.0,2292400
22/11/2023,31.05,30.15,30.45,31.0,1724700
21/11/2023,30.55,30.05,30.5,30.45,1015700
20/11/2023,30.0,29.15,29.15,30.0,1575900
17/11/2023,31.3,29.6,31.0,29.9,2684300
16/11/2023,31.45,29.9,30.2,31.1,2469400
15/11/2023,30.65,29.8,30.0,30.2,2488100
14/11/2023,29.8,29.1,29.8,29.3,1119600
13/11/2023,29.75,28.5,29.0,28.95,1544200
10/11/2023,29.9,28.95,29.1,29.0,2118500
09/11/2023,30.7,29.5,29.65,29.65,2165700
08/11/2023,29.65,27.7,27.7,29.65,1772700
07/11/2023,28.7,27.4,27.95,27.75,1379000
06/11/2023,28.0,27.35,27.8,28.0,951300
03/11/2023,28.5,27.25,28.5,27.4,1474400
02/11/2023,27.8,26.35,26.4,27.8,2194800
01/11/2023,26.0,24.55,24.65,26.0,1998200
31/10/2023,26.9,24.6,26.65,24.6,2930100
30/10/2023,28.8,26.4,28.3,26.4,1331400
27/10/2023,31.1,28.85,30.9,29.35,2971800
26/10/2023,32.7,31.0,32.1,31.0,2787100
25/10/2023,34.6,32.9,33.3,33.3,2372100
24/10/2023,33.75,32.9,33.2,33.65,1284500
23/10/2023,34.4,33.0,34.2,33.1,1970600
20/10/2023,34.5,31.8,32.6,34.5,2789300
19/10/2023,35.0,32.6,34.8,32.6,2478200
18/10/2023,37.1,34.0,36.6,35.0,4537900
17/10/2023,39.7,36.55,39.7,36.55,4974400
16/10/2023,40.95,39.2,40.4,39.3,2397700
13/10/2023,40.25,38.65,38.8,40.15,2472900
12/10/2023,41.0,39.1,41.0,39.4,2748400
11/10/2023,40.4,39.15,40.2,40.4,2115800
10/10/2023,41.5,38.8,39.5,40.0,5631500
09/10/2023,39.5,38.2,38.3,39.0,2621700
06/10/2023,38.2,36.25,37.05,38.2,3060000
05/10/2023,39.85,37.5,39.4,37.5,3048400
04/10/2023,39.2,37.5,37.5,39.0,2517300
03/10/2023,39.8,37.3,38.3,37.9,5433800
02/10/2023,38.5,36.3,36.45,38.5,3451500
29/09/2023,37.2,36.0,36.4,36.0,2804100
28/09/2023,37.0,35.8,35.8,36.0,2168100
27/09/2023,36.1,33.5,35.35,36.1,2976100
26/09/2023,38.2,35.6,37.05,35.6,5143700
25/09/2023,40.85,38.25,40.7,38.25,3061800
22/09/2023,41.95,38.8,39.1,41.1,5975600
21/09/2023,41.0,39.5,39.9,39.8,3851800
20/09/2023,39.25,36.85,37.0,39.25,5005700
19/09/2023,37.0,35.9,37.0,36.7,1334000
18/09/2023,36.8,35.5,35.5,36.45,1749100
15/09/2023,36.0,35.1,35.2,35.65,1014000
14/09/2023,36.9,35.2,36.3,35.2,1804400
13/09/2023,37.4,36.0,37.35,36.6,2096000
12/09/2023,36.95,36.25,36.5,36.95,1807400
11/09/2023,37.4,36.2,37.2,36.35,3208900
08/09/2023,36.35,35.8,36.15,36.3,1518800
07/09/2023,36.8,35.7,36.0,35.75,1992500
06/09/2023,35.5,34.65,35.1,35.45,1664900
05/09/2023,35.45,34.75,35.2,35.0,1277600
31/08/2023,35.0,34.7,34.75,34.7,1177600
30/08/2023,35.1,33.05,33.5,34.75,2562200
29/08/2023,34.5,33.35,34.1,33.5,1551700
28/08/2023,34.5,33.85,34.5,34.1,907500
25/08/2023,34.6,32.85,32.95,33.9,2911300
24/08/2023,32.5,31.4,31.5,32.35,1011100
23/08/2023,32.0,31.3,31.7,31.45,755900
22/08/2023,32.0,30.0,31.3,31.3,1079300
21/08/2023,32.05,30.5,32.05,31.3,1317300
18/08/2023,34.5,32.25,34.5,32.25,2664300
17/08/2023,35.45,34.65,34.95,34.65,1504000
16/08/2023,35.75,34.85,35.75,34.95,1345600
15/08/2023,35.9,35.25,35.8,35.55,872900
14/08/2023,35.9,34.65,35.5,35.3,2302900
11/08/2023,36.45,33.95,36.3,35.3,2840100
10/08/2023,37.2,36.25,37.2,36.3,1445800
09/08/2023,37.45,36.9,37.05,37.05,1447200
08/08/2023,37.75,37.0,37.65,37.1,2167400
07/08/2023,37.3,36.4,36.75,37.2,2225700
04/08/2023,36.45,36.1,36.4,36.4,1071900
03/08/2023,36.9,36.1,36.2,36.15,1643300
02/08/2023,36.8,36.0,36.3,36.15,1761800
01/08/2023,37.25,36.3,37.25,36.3,2962900
31/07/2023,37.8,36.95,37.5,37.05,2975100
28/07/2023,38.4,37.4,37.4,37.95,4247600
27/07/2023,37.5,36.7,37.2,37.25,2627300
26/07/2023,37.75,37.2,37.7,37.25,1906600
25/07/2023,38.45,37.4,37.4,37.6,2305100
24/07/2023,37.75,37.3,37.65,37.4,1521000
21/07/2023,37.4,36.75,37.0,37.3,1719700
20/07/2023,37.2,36.4,36.4,36.7,1812100
19/07/2023,37.3,36.25,37.3,36.4,2306900
18/07/2023,37.6,36.7,37.4,36.9,2628900
17/07/2023,38.3,37.5,38.3,37.6,2437600
14/07/2023,38.8,37.7,38.05,38.3,2149000
13/07/2023,38.25,37.4,37.5,38.0,2199800
12/07/2023,38.0,37.15,37.5,37.4,1451900
11/07/2023,38.4,37.3,37.5,37.5,2338000
10/07/2023,37.8,37.15,37.7,37.45,2437400
07/07/2023,37.95,36.65,36.9,37.4,2392300
06/07/2023,37.45,36.2,37.1,36.9,2557300
05/07/2023,38.4,37.05,37.8,37.05,3136700
04/07/2023,37.9,37.05,37.5,37.4,1202000
03/07/2023,37.8,35.9,36.15,37.45,2965400
30/06/2023,36.2,35.5,36.0,35.85,1811700
29/06/2023,37.25,36.0,36.7,36.0,2752400
28/06/2023,37.5,35.85,35.9,36.7,4478300
27/06/2023,35.8,34.8,34.8,35.6,2384500
26/06/2023,35.5,34.3,35.1,34.6,2457100
23/06/2023,35.9,34.95,35.5,35.1,2555400
22/06/2023,35.75,34.9,34.9,35.5,3826600
21/06/2023,34.85,34.2,34.35,34.8,2277300
20/06/2023,34.25,33.65,33.7,34.25,1243900
19/06/2023,33.95,33.35,33.7,33.7,863700
16/06/2023,34.3,33.7,34.3,33.7,1746900
15/06/2023,34.3,33.6,33.8,34.0,1152700
14/06/2023,35.25,34.0,35.0,34.05,2255900
13/06/2023,36.0,34.85,35.95,35.0,2197200
12/06/2023,36.45,35.15,35.45,35.9,2237400
09/06/2023,35.55,34.55,34.9,35.2,1533000
08/06/2023,36.55,34.65,34.9,34.95,3668600
07/06/2023,35.3,34.5,35.1,34.9,2066500
06/06/2023,35.45,34.5,34.7,34.9,2452400
05/06/2023,34.75,33.75,34.0,34.6,2935400
02/06/2023,34.5,33.6,34.4,33.6,1738300
01/06/2023,34.3,33.5,33.75,33.85,2794700
31/05/2023,33.2,32.6,32.6,33.0,1672000
30/05/2023,33.2,32.4,33.15,32.6,1434600
29/05/2023,33.2,31.9,32.0,32.95,1674000
26/05/2023,32.25,31.85,32.25,31.9,934700
25/05/2023,32.55,31.9,32.4,31.95,878300
24/05/2023,32.7,32.25,32.4,32.25,861400
23/05/2023,33.15,32.25,32.8,32.4,1063600
22/05/2023,32.7,32.0,32.25,32.6,1000200
19/05/2023,33.1,31.8,33.0,32.2,1569500
18/05/2023,33.65,32.75,33.5,32.85,914100
17/05/2023,34.05,33.05,33.05,33.3,2081200
16/05/2023,33.75,32.9,33.15,32.95,1091900
15/05/2023,33.45,32.7,32.95,33.1,1560600
12/05/2023,33.05,32.6,32.6,32.7,1019800
11/05/2023,33.5,32.7,33.4,32.7,1359200
10/05/2023,33.45,32.5,32.6,33.15,1232700
09/05/2023,33.1,32.45,32.75,32.55,972800
08/05/2023,33.6,32.45,33.6,32.7,1368900
05/05/2023,33.8,32.6,32.6,33.45,1951800
04/05/2023,33.2,32.1,32.35,32.55,1044900
28/04/2023,32.6,31.9,32.45,32.35,1067400
27/04/2023,32.8,32.0,32.4,32.1,868900
26/04/2023,32.35,31.6,32.2,32.2,914700
25/04/2023,32.95,31.4,32.05,32.2,1500300
24/04/2023,33.45,32.1,33.4,32.15,1719200
21/04/2023,35.5,33.0,34.9,33.5,1856700
20/04/2023,35.4,33.8,34.0,34.85,1945700
19/04/2023,35.25,33.55,35.25,34.0,1510900
18/04/2023,34.9,32.7,32.9,34.9,3918700
17/04/2023,33.15,32.15,32.15,32.65,1129600
14/04/2023,33.9,32.0,32.65,32.2,2491400
13/04/2023,32.75,32.0,32.1,32.35,935200
12/04/2023,33.0,31.9,33.0,32.2,1404800
11/04/2023,33.4,32.5,32.6,32.85,1695700
10/04/2023,32.6,31.2,31.4,32.35,1624000
07/04/2023,31.8,31.1,31.5,31.35,1124800
06/04/2023,33.45,31.5,32.9,31.5,1658200
05/04/2023,33.0,32.05,33.0,32.75,1205100
04/04/2023,32.85,31.5,31.6,32.8,2487600
03/04/2023,31.35,30.4,30.6,31.3,1267300
31/03/2023,30.75,30.2,30.6,30.35,732200
30/03/2023,31.65,30.35,31.65,30.35,1516100
29/03/2023,31.75,31.0,31.65,31.25,878400
28/03/2023,31.9,31.1,31.1,31.65,1763100
27/03/2023,31.25,30.75,30.95,30.9,645100
24/03/2023,31.2,30.3,30.4,30.95,1565400
23/03/2023,30.5,29.75,29.85,30.2,510900
22/03/2023,30.55,30.0,30.55,30.05,574600
21/03/2023,30.6,29.65,30.3,30.1,638500
20/03/2023,30.9,29.8,30.25,30.0,969200
17/03/2023,31.2,30.25,31.2,30.5,597000
16/03/2023,31.3,30.45,31.3,30.55,970700
15/03/2023,31.8,30.75,31.1,31.5,701500
14/03/2023,32.0,30.0,32.0,30.3,1578000
13/03/2023,32.4,31.35,31.6,31.75,1050600
